timestamp,30:87:D9:71:54:**,30:87:D9:F1:76:**,30:87:D9:B1:82:**,78:D2:94:7F:EB:**,30:87:D9:71:F0:**,30:87:D9:71:61:**,00:24:6C:26:89:**,00:24:6C:26:87:**,30:87:D9:F1:F0:**,30:87:D9:31:77:**,30:87:D9:B1:55:**,30:87:D9:B1:81:**,30:87:D9:B1:77:**,30:87:D9:31:95:**,30:87:D9:B1:5B:**,30:87:D9:71:FC:**,30:87:D9:B1:5C:**,30:87:D9:71:59:**,30:87:D9:31:82:**,30:87:D9:71:82:**,30:87:D9:31:55:**,30:87:D9:B1:FC:**,30:87:D9:B1:54:**,30:87:D9:71:5C:**,30:87:D9:F2:06:**,08:36:C9:8E:F4:**,30:87:D9:F1:59:**,30:87:D9:F1:95:**,30:87:D9:F1:99:**,30:87:D9:B1:7D:**,30:87:D9:71:58:**,30:87:D9:71:77:**,30:87:D9:F1:5B:**,30:87:D9:71:55:**,30:87:D9:F1:7D:**,30:87:D9:71:81:**,30:87:D9:B1:7F:**,30:87:D9:F1:FC:**,30:87:D9:B1:89:**,A8:5E:45:1B:B8:**,30:87:D9:B2:06:**,30:87:D9:31:81:**,30:87:D9:F1:82:**,30:87:D9:71:7D:**,00:24:6C:2D:1A:**,30:87:D9:31:5B:**,30:87:D9:31:59:**,30:87:D9:71:72:**,30:87:D9:31:99:**,30:87:D9:31:89:**,30:87:D9:71:89:**,30:87:D9:71:9A:**,30:87:D9:71:76:**,30:87:D9:31:FC:**,30:87:D9:31:72:**,30:87:D9:32:06:**,30:87:D9:71:7C:**,30:87:D9:31:76:**,30:87:D9:71:95:**,30:87:D9:F1:81:**,30:87:D9:31:9A:**,30:87:D9:71:99:**,30:87:D9:72:06:**,30:87:D9:F1:7F:**,30:87:D9:F1:89:**,30:87:D9:31:7F:**,30:87:D9:B1:99:**,30:87:D9:B1:76:**,34:97:F6:6B:EB:**,30:87:D9:B1:F0:**,30:87:D9:31:7C:**,30:87:D9:31:7D:**,30:87:D9:31:5C:**,30:87:D9:B1:95:**,30:87:D9:B1:9A:**,30:87:D9:B1:59:**,30:87:D9:71:5B:**,30:87:D9:71:7F:**,30:87:D9:F1:9A:**
1662476841.834759,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-76,-100,-100,-100,-100,-100,-75,-100,-100,-79,-100,-100,-100,-51,-100,-100,-100,-100,-100,-100,-80,-80,-75,-76,-100,-79,-100,-100,-100,-74,-100,-100,-100,-50,-79,-78,-80,-62,-76,-100,-78,-100,-62,-100,-100,-79,-48,-79,-100,-78,-81,-51,-61,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-77
1662476842.834944,-100,-71,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-51,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-82,-100,-100,-100,-51,-74,-74,-100,-72,-100,-100,-100,-100,-72,-100,-100,-100,-48,-100,-100,-73,-100,-51,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
1662476843.834503,-100,-54,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-82,-69,-100,-100,-100,-100,-100,-69,-100,-100,-79,-100,-100,-79,-34,-100,-100,-100,-100,-100,-100,-100,-78,-68,-77,-100,-80,-100,-100,-100,-73,-82,-100,-100,-34,-79,-79,-78,-53,-69,-100,-78,-100,-53,-76,-100,-78,-39,-77,-76,-79,-100,-32,-54,-100,-100,-100,-100,-100,-79,-77,-81,-100,-78,-78
1662476844.835309,-100,-52,-100,-100,-100,-100,-100,-78,-100,-100,-100,-78,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-45,-100,-100,-100,-100,-100,-100,-79,-100,-100,-76,-100,-67,-79,-100,-100,-66,-100,-82,-100,-44,-76,-77,-59,-53,-100,-100,-66,-100,-52,-100,-77,-60,-44,-65,-100,-75,-100,-45,-50,-100,-100,-100,-100,-100,-100,-59,-100,-100,-53,-60
1662476845.835005,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-46,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-81,-100,-100,-100,-46,-69,-70,-100,-61,-100,-100,-100,-100,-62,-100,-100,-100,-45,-100,-100,-68,-100,-45,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
1662476846.834937,-100,-54,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-73,-100,-100,-100,-100,-100,-76,-100,-100,-77,-100,-100,-100,-43,-100,-100,-100,-100,-100,-100,-78,-71,-75,-100,-100,-78,-81,-100,-100,-75,-100,-100,-100,-44,-100,-100,-73,-55,-74,-100,-76,-100,-55,-100,-81,-75,-43,-76,-71,-100,-73,-44,-54,-100,-100,-100,-100,-100,-100,-76,-100,-100,-62,-75
1662476847.834564,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-73,-100,-100,-100,-100,-100,-76,-100,-100,-77,-100,-100,-100,-43,-100,-100,-100,-100,-100,-100,-78,-73,-75,-100,-100,-76,-81,-100,-100,-73,-100,-100,-100,-42,-100,-100,-73,-62,-74,-100,-76,-100,-64,-100,-81,-75,-43,-79,-72,-100,-70,-43,-63,-100,-100,-100,-100,-100,-100,-76,-100,-100,-63,-75
1662476848.834657,-100,-51,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-74,-100,-79,-100,-81,-100,-100,-100,-78,-100,-100,-79,-100,-100,-100,-27,-100,-100,-100,-100,-100,-100,-100,-79,-80,-76,-100,-78,-100,-100,-100,-74,-100,-100,-100,-27,-77,-75,-77,-51,-80,-100,-73,-100,-50,-100,-81,-78,-36,-77,-82,-76,-79,-27,-51,-100,-100,-100,-100,-100,-75,-79,-100,-100,-80,-77
1662476849.835396,-100,-53,-100,-100,-100,-100,-100,-78,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-71,-72,-100,-100,-100,-100,-61,-100,-100,-100,-56,-100,-100,-100,-100,-100,-100,-78,-100,-100,-70,-100,-61,-78,-100,-100,-52,-100,-100,-100,-56,-68,-67,-56,-52,-100,-100,-61,-100,-53,-100,-79,-56,-56,-61,-100,-69,-100,-55,-54,-78,-100,-100,-100,-100,-100,-56,-100,-100,-53,-56
1662476850.835025,-80,-54,-100,-89,-77,-60,-100,-77,-77,-83,-89,-77,-84,-78,-83,-68,-84,-100,-100,-100,-89,-70,-80,-84,-78,-88,-79,-76,-28,-73,-75,-84,-100,-88,-73,-79,-80,-67,-80,-76,-78,-81,-100,-73,-76,-80,-100,-60,-36,-77,-79,-74,-58,-69,-59,-79,-48,-60,-78,-78,-79,-50,-77,-76,-79,-79,-37,-60,-100,-78,-43,-74,-84,-77,-77,-100,-81,-77,-78
1662476851.834354,-100,-54,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-66,-100,-100,-100,-100,-100,-67,-100,-100,-79,-100,-100,-79,-34,-100,-100,-100,-100,-100,-100,-100,-77,-67,-80,-100,-80,-100,-100,-100,-72,-100,-100,-100,-34,-77,-78,-78,-53,-66,-100,-76,-100,-54,-76,-100,-77,-40,-79,-77,-79,-81,-35,-53,-100,-100,-100,-100,-100,-79,-77,-81,-100,-76,-78
1662476852.834971,-100,-54,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-69,-100,-100,-100,-100,-100,-71,-100,-100,-79,-100,-100,-79,-29,-100,-100,-100,-100,-100,-100,-100,-77,-68,-80,-100,-80,-100,-100,-100,-73,-100,-100,-100,-29,-77,-78,-77,-54,-68,-100,-76,-100,-54,-76,-100,-79,-37,-79,-77,-79,-81,-29,-54,-100,-100,-100,-100,-100,-79,-77,-81,-100,-76,-77
1662476853.834668,-100,-64,-100,-100,-100,-100,-80,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-47,-100,-100,-100,-100,-100,-100,-79,-100,-100,-73,-100,-67,-82,-100,-100,-65,-100,-100,-100,-46,-73,-75,-61,-64,-100,-100,-66,-100,-65,-100,-75,-60,-46,-68,-100,-76,-100,-47,-64,-100,-100,-100,-100,-100,-100,-61,-100,-100,-53,-61
1662476854.834411,-100,-63,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-53,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-83,-100,-100,-100,-52,-70,-70,-100,-71,-100,-100,-100,-100,-72,-100,-100,-100,-49,-100,-100,-69,-100,-53,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
1662476855.834378,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-73,-100,-100,-100,-100,-100,-76,-100,-100,-76,-100,-82,-100,-43,-100,-100,-100,-81,-100,-100,-80,-72,-75,-75,-100,-76,-81,-100,-100,-72,-81,-100,-100,-42,-75,-76,-74,-63,-74,-100,-69,-100,-64,-100,-78,-74,-43,-75,-72,-75,-72,-43,-64,-100,-100,-100,-100,-100,-100,-73,-100,-100,-62,-75
1662476856.834390,-100,-56,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-71,-78,-100,-100,-100,-100,-71,-100,-100,-100,-44,-100,-100,-100,-100,-100,-100,-74,-100,-100,-76,-100,-71,-73,-100,-100,-55,-100,-100,-100,-43,-78,-74,-63,-58,-100,-100,-69,-100,-62,-100,-72,-62,-43,-70,-100,-78,-100,-43,-62,-100,-100,-100,-100,-100,-100,-63,-100,-100,-53,-62
1662476857.834581,-100,-68,-71,-100,-100,-100,-100,-78,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-72,-72,-100,-100,-100,-100,-67,-100,-100,-100,-52,-100,-100,-100,-100,-100,-100,-78,-100,-100,-75,-100,-67,-79,-71,-100,-55,-100,-100,-100,-52,-75,-75,-57,-68,-100,-100,-67,-100,-68,-100,-79,-56,-53,-66,-100,-75,-100,-52,-69,-78,-100,-100,-100,-100,-100,-56,-100,-100,-53,-56
1662476858.834679,-100,-57,-100,-100,-100,-100,-100,-78,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-72,-72,-100,-100,-100,-100,-61,-100,-100,-100,-43,-100,-100,-100,-100,-100,-100,-78,-100,-100,-69,-100,-64,-82,-100,-100,-61,-100,-100,-100,-43,-70,-69,-59,-57,-100,-100,-62,-100,-58,-100,-79,-58,-43,-61,-100,-64,-100,-43,-58,-78,-100,-100,-100,-100,-100,-58,-100,-100,-53,-58
1662476859.834419,-100,-51,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-74,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-80,-40,-100,-100,-100,-100,-100,-100,-100,-100,-77,-80,-100,-100,-100,-100,-100,-76,-100,-100,-100,-40,-77,-79,-75,-51,-76,-100,-100,-100,-51,-82,-100,-77,-42,-100,-100,-82,-100,-40,-51,-100,-100,-100,-100,-100,-81,-75,-100,-100,-100,-79
1662476860.834782,-80,-54,-100,-89,-77,-60,-100,-100,-77,-83,-89,-100,-84,-78,-83,-69,-84,-100,-100,-100,-89,-67,-80,-84,-78,-88,-79,-79,-29,-73,-75,-84,-100,-88,-73,-100,-78,-68,-80,-76,-79,-100,-100,-73,-78,-80,-100,-60,-36,-77,-78,-73,-59,-69,-59,-79,-48,-61,-78,-100,-76,-50,-77,-78,-79,-81,-37,-61,-100,-78,-43,-74,-84,-77,-78,-100,-81,-76,-77
1662476861.834799,-100,-54,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-74,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-80,-35,-100,-100,-100,-100,-100,-100,-100,-100,-77,-76,-100,-100,-100,-100,-100,-76,-100,-100,-100,-35,-77,-77,-75,-54,-76,-100,-100,-100,-54,-82,-100,-77,-40,-100,-100,-77,-100,-35,-54,-100,-100,-100,-100,-100,-81,-75,-100,-100,-100,-79
1662476862.835075,-100,-40,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-74,-100,-72,-100,-81,-100,-100,-100,-78,-100,-100,-75,-100,-100,-100,-37,-100,-100,-100,-100,-100,-100,-100,-73,-75,-76,-100,-76,-100,-100,-100,-73,-100,-100,-100,-37,-76,-75,-75,-40,-70,-100,-100,-100,-40,-100,-81,-77,-41,-100,-73,-78,-80,-37,-40,-100,-100,-100,-100,-100,-75,-75,-100,-100,-71,-73
1662476863.834555,-100,-40,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-74,-100,-79,-100,-81,-100,-100,-100,-78,-100,-100,-79,-100,-100,-100,-34,-100,-100,-100,-100,-100,-100,-100,-79,-80,-79,-100,-76,-100,-100,-100,-74,-100,-100,-100,-33,-78,-78,-77,-40,-80,-100,-73,-100,-40,-100,-81,-77,-39,-77,-82,-79,-79,-34,-40,-100,-100,-100,-100,-100,-75,-79,-100,-100,-80,-78
1662476864.834396,-100,-64,-100,-100,-100,-100,-100,-78,-100,-100,-100,-78,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-43,-100,-100,-100,-100,-100,-100,-79,-100,-100,-77,-100,-66,-79,-100,-100,-68,-100,-82,-100,-43,-78,-75,-60,-64,-100,-100,-65,-100,-64,-100,-77,-70,-43,-66,-100,-75,-100,-43,-61,-100,-100,-100,-100,-100,-100,-59,-100,-100,-53,-70
1662476865.834311,-80,-48,-100,-89,-77,-60,-100,-77,-77,-83,-89,-77,-84,-100,-100,-69,-84,-100,-100,-100,-89,-69,-80,-84,-78,-88,-100,-100,-34,-73,-75,-84,-100,-88,-73,-79,-78,-69,-100,-76,-77,-81,-100,-73,-78,-100,-100,-60,-28,-100,-100,-73,-57,-70,-59,-81,-48,-62,-100,-78,-76,-50,-77,-79,-100,-75,-27,-57,-100,-78,-43,-74,-84,-100,-76,-100,-100,-76,-74
1662476866.835283,-100,-56,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-78,-100,-100,-100,-100,-100,-77,-100,-100,-79,-100,-100,-80,-35,-100,-100,-100,-100,-100,-100,-80,-100,-78,-76,-100,-79,-100,-100,-100,-78,-100,-100,-100,-35,-75,-76,-81,-58,-76,-100,-100,-100,-58,-82,-100,-81,-40,-79,-100,-77,-100,-35,-56,-100,-100,-100,-100,-100,-81,-81,-100,-100,-100,-82
1662476867.835004,-80,-57,-100,-89,-77,-60,-100,-77,-77,-83,-89,-77,-84,-77,-100,-70,-84,-100,-100,-100,-89,-69,-80,-84,-78,-88,-79,-77,-27,-73,-75,-84,-100,-88,-73,-79,-78,-69,-100,-76,-77,-81,-100,-73,-78,-100,-100,-60,-36,-100,-100,-73,-59,-70,-59,-81,-48,-62,-79,-78,-76,-53,-77,-79,-100,-75,-36,-62,-100,-78,-43,-74,-84,-76,-76,-100,-100,-76,-74
1662476868.834477,-100,-50,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-74,-100,-72,-100,-81,-100,-100,-100,-78,-100,-100,-75,-100,-100,-100,-25,-100,-100,-100,-100,-100,-100,-100,-73,-75,-76,-100,-76,-100,-100,-100,-73,-100,-100,-100,-26,-76,-75,-75,-51,-70,-100,-100,-100,-50,-100,-81,-77,-35,-100,-73,-78,-80,-26,-50,-100,-100,-100,-100,-100,-75,-75,-100,-100,-71,-73
1662476869.834565,-100,-64,-100,-100,-100,-100,-80,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-42,-100,-100,-100,-100,-100,-100,-79,-100,-100,-74,-100,-64,-82,-100,-100,-68,-100,-100,-100,-43,-74,-74,-70,-65,-100,-100,-64,-100,-64,-100,-79,-69,-42,-65,-100,-73,-100,-42,-64,-100,-100,-100,-100,-100,-100,-70,-100,-100,-53,-70
1662476870.835841,-100,-53,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-83,-69,-100,-100,-100,-100,-100,-69,-100,-100,-77,-100,-100,-79,-34,-100,-100,-100,-100,-100,-100,-100,-77,-67,-80,-100,-78,-100,-100,-100,-72,-80,-100,-100,-34,-77,-78,-78,-53,-68,-100,-78,-100,-53,-77,-100,-76,-40,-77,-78,-79,-81,-35,-53,-100,-100,-100,-100,-100,-78,-76,-100,-81,-78,-77
1662476871.834975,-100,-59,-100,-100,-100,-100,-100,-78,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-71,-72,-100,-100,-100,-100,-65,-100,-100,-100,-49,-100,-100,-100,-100,-100,-100,-69,-100,-100,-70,-100,-66,-67,-100,-100,-59,-100,-100,-100,-48,-68,-67,-63,-59,-100,-100,-66,-100,-58,-100,-79,-64,-49,-65,-100,-74,-100,-49,-65,-78,-100,-100,-100,-100,-100,-63,-100,-100,-53,-55
1662476872.834369,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-45,-100,-100,-100,-100,-100,-100,-100,-100,-77,-80,-100,-100,-100,-100,-100,-80,-100,-100,-100,-45,-68,-68,-75,-68,-76,-100,-100,-100,-68,-100,-100,-77,-44,-100,-100,-70,-100,-44,-68,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-79
1662476873.835116,-100,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-78,-100,-100,-77,-100,-100,-100,-26,-100,-100,-100,-100,-100,-100,-100,-81,-80,-77,-100,-74,-100,-100,-100,-71,-100,-100,-100,-26,-76,-77,-76,-51,-79,-100,-78,-100,-51,-100,-100,-77,-36,-76,-82,-77,-82,-27,-51,-100,-100,-100,-100,-100,-100,-76,-100,-100,-80,-75
1662476874.834594,-100,-53,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-81,-71,-78,-100,-100,-100,-100,-68,-100,-100,-100,-41,-100,-100,-100,-100,-100,-100,-77,-100,-100,-75,-100,-67,-76,-100,-100,-51,-100,-100,-100,-41,-74,-74,-63,-54,-100,-100,-66,-100,-53,-100,-77,-62,-41,-68,-100,-75,-100,-41,-53,-100,-100,-100,-100,-100,-100,-63,-100,-100,-53,-63
1662476875.834456,-100,-53,-100,-100,-100,-100,-100,-78,-100,-100,-100,-80,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-74,-100,-82,-100,-46,-100,-100,-100,-81,-100,-100,-81,-100,-100,-75,-100,-73,-80,-100,-100,-62,-81,-82,-100,-46,-75,-76,-63,-52,-100,-100,-74,-100,-53,-100,-79,-63,-46,-73,-100,-75,-100,-45,-52,-100,-100,-100,-100,-100,-100,-63,-100,-100,-53,-62
1662476876.834381,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-47,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-83,-100,-100,-100,-46,-82,-68,-100,-68,-100,-100,-100,-100,-66,-100,-100,-100,-46,-100,-100,-67,-100,-47,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
1662476877.834571,-100,-52,-100,-100,-100,-100,-100,-78,-100,-100,-100,-77,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-43,-100,-100,-100,-100,-100,-100,-79,-100,-100,-75,-100,-66,-79,-100,-100,-65,-100,-80,-100,-43,-74,-74,-68,-53,-100,-100,-66,-100,-64,-100,-77,-68,-43,-66,-100,-76,-100,-43,-63,-100,-100,-100,-100,-100,-100,-68,-100,-100,-53,-68
1662476878.834387,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-45,-100,-100,-100,-100,-100,-100,-100,-100,-77,-70,-100,-100,-100,-100,-100,-80,-100,-100,-100,-45,-68,-69,-75,-66,-76,-100,-100,-100,-65,-100,-100,-77,-45,-100,-100,-70,-100,-45,-65,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-79
1662476879.835101,-100,-53,-100,-100,-100,-100,-80,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-47,-100,-100,-100,-100,-100,-100,-79,-100,-100,-72,-100,-67,-82,-100,-100,-66,-100,-100,-100,-45,-74,-74,-60,-53,-100,-100,-67,-100,-52,-100,-79,-60,-47,-67,-100,-72,-100,-46,-54,-100,-100,-100,-100,-100,-100,-61,-100,-100,-53,-61
1662476880.834432,-100,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-78,-100,-100,-75,-100,-100,-100,-26,-100,-100,-100,-100,-100,-100,-100,-81,-80,-77,-100,-74,-100,-100,-100,-71,-100,-100,-100,-27,-76,-77,-76,-51,-79,-100,-78,-100,-50,-100,-100,-76,-36,-76,-82,-77,-82,-27,-51,-100,-100,-100,-100,-100,-100,-76,-100,-100,-80,-75
1662476881.834401,-100,-48,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-77,-100,-100,-100,-100,-100,-78,-100,-100,-78,-100,-100,-76,-33,-100,-100,-100,-100,-100,-100,-100,-73,-79,-80,-100,-79,-100,-100,-100,-70,-82,-100,-100,-32,-79,-79,-78,-47,-70,-100,-78,-100,-47,-100,-100,-77,-38,-77,-73,-77,-72,-33,-47,-100,-100,-100,-100,-100,-76,-77,-100,-100,-71,-76
1662476882.834632,-100,-54,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-73,-100,-100,-100,-100,-100,-76,-100,-100,-77,-100,-100,-100,-44,-100,-100,-100,-100,-100,-100,-78,-73,-75,-100,-100,-76,-81,-100,-100,-72,-100,-100,-100,-44,-100,-100,-73,-54,-74,-100,-76,-100,-54,-100,-81,-75,-44,-79,-72,-100,-70,-44,-55,-100,-100,-100,-100,-100,-100,-76,-100,-100,-63,-75
1662476883.834333,-100,-60,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-41,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-81,-100,-100,-100,-41,-68,-69,-100,-60,-100,-100,-100,-100,-60,-100,-100,-100,-43,-100,-100,-81,-100,-41,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
1662476884.834459,-100,-53,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-69,-100,-100,-100,-100,-100,-69,-100,-100,-77,-100,-100,-78,-28,-100,-100,-100,-100,-100,-100,-100,-78,-68,-77,-100,-80,-100,-100,-100,-73,-100,-100,-100,-36,-79,-79,-78,-54,-69,-100,-76,-100,-54,-76,-100,-77,-37,-79,-78,-79,-81,-29,-54,-100,-100,-100,-100,-100,-81,-77,-81,-100,-79,-77
1662476885.834628,-100,-53,-100,-100,-100,-100,-80,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-44,-100,-100,-100,-100,-100,-100,-79,-100,-100,-74,-100,-66,-79,-100,-100,-72,-100,-100,-100,-45,-74,-74,-60,-52,-100,-100,-68,-100,-53,-100,-77,-61,-45,-67,-100,-74,-100,-45,-53,-100,-100,-100,-100,-100,-100,-61,-100,-100,-53,-60
1662476886.834476,-100,-40,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-78,-100,-100,-79,-100,-100,-100,-36,-100,-100,-100,-100,-100,-100,-100,-81,-80,-78,-100,-74,-100,-100,-100,-71,-100,-100,-100,-36,-76,-77,-76,-40,-79,-100,-78,-100,-40,-100,-100,-77,-41,-76,-82,-77,-82,-36,-40,-100,-100,-100,-100,-100,-100,-77,-100,-100,-80,-78
1662476887.834565,-100,-51,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-74,-100,-79,-100,-81,-100,-100,-100,-78,-100,-100,-79,-100,-100,-100,-27,-100,-100,-100,-100,-100,-100,-100,-79,-80,-77,-100,-74,-100,-100,-100,-71,-100,-100,-100,-27,-76,-78,-77,-50,-77,-100,-75,-100,-51,-100,-81,-78,-36,-77,-81,-77,-80,-27,-51,-100,-100,-100,-100,-100,-75,-79,-100,-100,-80,-77
1662476888.834997,-100,-73,-71,-100,-100,-100,-100,-78,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-78,-80,-100,-100,-100,-100,-67,-100,-100,-100,-50,-100,-100,-100,-100,-100,-100,-76,-100,-100,-76,-100,-68,-79,-71,-100,-53,-100,-100,-100,-49,-70,-75,-61,-74,-100,-100,-68,-100,-74,-100,-74,-60,-50,-68,-100,-75,-100,-49,-73,-78,-100,-100,-100,-100,-100,-60,-100,-100,-53,-60
1662476889.834860,-100,-52,-100,-100,-100,-100,-100,-78,-100,-100,-100,-77,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-47,-100,-100,-100,-100,-100,-100,-79,-100,-100,-75,-100,-69,-79,-100,-100,-65,-100,-80,-100,-46,-74,-74,-62,-53,-100,-100,-69,-100,-53,-100,-77,-61,-47,-69,-100,-76,-100,-46,-52,-100,-100,-100,-100,-100,-100,-61,-100,-100,-53,-60
1662476890.834718,-100,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-47,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-66,-67,-100,-60,-100,-100,-100,-100,-61,-100,-100,-100,-46,-100,-100,-66,-100,-48,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
1662476891.835113,-100,-52,-100,-100,-100,-100,-80,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-45,-100,-100,-100,-100,-100,-100,-79,-100,-100,-74,-100,-65,-78,-100,-100,-65,-100,-100,-100,-45,-74,-77,-72,-66,-100,-100,-69,-100,-65,-100,-78,-71,-45,-70,-100,-75,-100,-45,-65,-100,-100,-100,-100,-100,-100,-64,-100,-100,-53,-71
1662476892.834533,-100,-65,-100,-100,-100,-100,-100,-78,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-72,-72,-100,-100,-100,-100,-67,-100,-100,-100,-58,-100,-100,-100,-100,-100,-100,-78,-100,-100,-75,-100,-66,-82,-100,-100,-51,-100,-100,-100,-58,-75,-75,-52,-65,-100,-100,-67,-100,-66,-100,-79,-55,-57,-67,-100,-75,-100,-57,-64,-78,-100,-100,-100,-100,-100,-56,-100,-100,-53,-51
